lead_text	photo_url	title	url	wikipedia_link
Breitingen (German pronunciation: [ˈbʁaɪtɪŋən]) is a municipality in the district of Alb-Donau in Baden-Württemberg in Germany.	http://commons.wikimedia.org/wiki/Special:FilePath/DEU_Breitingen_COA.svg?width=300	Breitingen	https://dbpedia.org/page/Breitingen	http://en.wikipedia.org/wiki/Breitingen?oldid=1110925584&ns=0
"Edward Schroeder Prior RA (1852–1932) was an architect, instrumental in establishing the arts and crafts movement. He was one of the foremost theorists of the second generation of the movement, writing extensively on architecture, art, craftsmanship and the building process and subsequently influencing the training of many architects. The buildings of his maturity, such as The Barn, Exmouth, and Home Place, Kelling are amongst the most original of the period. In St Andrew's Church, Roker, he produced his masterpiece, a church that is now recognised as one of the best of the early 20th century."	http://dbpedia.org/resource/Architecture	Edward Schroeder Prior	https://dbpedia.org/page/Edward_Schroeder_Prior	http://en.wikipedia.org/wiki/Edward_Schroeder_Prior?oldid=1118608413&ns=0
"François Pourfour du Petit (24 June 1664 – 18 June 1741) was a French anatomist, ophthalmologist and surgeon who conducted careful anatomical studies of the human eye. He also conducted early experiments in neurology."	http://dbpedia.org/resource/Category:French_anatomists	François Pourfour du Petit	https://dbpedia.org/page/Fran%C3%A7ois_Pourfour_du_Petit	http://en.wikipedia.org/wiki/François_Pourfour_du_Petit?oldid=1086964494&ns=0
"Yaremche (Ukrainian: Яре́мче, romanized: Jaremče, Polish: Jaremcze or Jaremcza) is a city in Nadvirna Raion, Ivano-Frankivsk Oblast (province) of west Ukraine. The city is located at the altitude of around 580 metres (1,900 ft) above mean sea level. Yaremche hosts the administration of , one of the hromadas of Ukraine. Population: 8,004. Yaremche hosts the headquarters of the nearby Carpathian National Nature Park."	http://dbpedia.org/resource/Eastern_European_Summer_Time	Yaremche	https://dbpedia.org/page/Yaremche	http://en.wikipedia.org/wiki/Yaremche?oldid=1121080834&ns=0
"Elisha Ann Cuthbert Phaneuf (/əˈliːʃə/; born 30 November 1982) is a Canadian actress and model. As a child actress, she made her first televised appearance as an extra in the Canadian horror-themed series for children Are You Afraid of the Dark? and co-hosted Popular Mechanics for Kids. She made her feature film debut in the 1997 Canadian family-drama Dancing on the Moon. Her first major lead role came in the 1998 drama film Airspeed (No Control) alongside Joe Mantegna. In 2001, she starred in the movie Lucky Girl, for which she received her first award, the Gemini Awards."	http://dbpedia.org/resource/Dion_Phaneuf	Elisha Cuthbert	https://dbpedia.org/page/Elisha_Cuthbert	http://en.wikipedia.org/wiki/Elisha_Cuthbert?oldid=1124933164&ns=0
"Condoleezza Rice (/ˌkɒndəˈliːzə/ KON-də-LEE-zə; born November 14, 1954) is an American diplomat and political scientist who is the current director of the Hoover Institution at Stanford University. A member of the Republican Party, she previously served as the 66th United States secretary of state from 2005 to 2009 and as the 19th U.S. national security advisor from 2001 to 2005. Rice was the first female African-American secretary of state and the first woman to serve as national security advisor. Until the election of Barack Obama as president in 2008, Rice and her predecessor, Colin Powell, were the highest-ranking African Americans in the history of the federal executive branch (by virtue of the secretary of state standing fourth in the presidential line of succession). At the time of"	http://dbpedia.org/resource/University_of_Denver	Condoleezza Rice	https://dbpedia.org/page/Condoleezza_Rice	http://en.wikipedia.org/wiki/Condoleezza_Rice?oldid=1122357322&ns=0
"Gilbert Clerke (1626–c.1697) was an English mathematician, natural philosopher and Socinian theological writer."	http://dbpedia.org/resource/Template:DNB	Gilbert Clerke	https://dbpedia.org/page/Gilbert_Clerke	http://en.wikipedia.org/wiki/Gilbert_Clerke?oldid=1106134842&ns=0
"Peter Edward Rose Sr. (born April 14, 1941), also known by his nickname ""Charlie Hustle"", is an American former professional baseball player and manager. Rose played in Major League Baseball (MLB) from 1963 to 1986, most prominently as a member of the Cincinnati Reds team known as the Big Red Machine for their dominance of the National League in the 1970s. He also played for the Philadelphia Phillies and the Montreal Expos. During and after his playing career, he served as the manager of the Reds from 1984 to 1989."	http://dbpedia.org/resource/Cincinnati_Reds	Pete Rose	https://dbpedia.org/page/Pete_Rose	http://en.wikipedia.org/wiki/Pete_Rose?oldid=1123382246&ns=0
"Luca della Robbia (/ˌdɛlə ˈrɒbiə/, also US: /- ˈroʊb-/, Italian: [ˈluːka della ˈrobbja, - ˈrɔb-]; 1399/1400–1482) was an Italian Renaissance sculptor from Florence. Della Robbia is noted for his colorful, tin-glazed terracotta statuary, a technique which he invented and passed on to his nephew Andrea della Robbia and great-nephews Giovanni della Robbia and Girolamo della Robbia. Though a leading sculptor in stone, he worked primarily in terracotta after developing his technique in the early 1440s. His large workshop produced both cheaper works cast from molds in multiple versions, and more expensive one-off individually modeled pieces."	"http://commons.wikimedia.org/wiki/Special:FilePath/Luca_e_andrea_della_robbia,_madonna_col_bambino_(cornice_di_andrea),_1460-1480_ca..jpg?width=300"	Luca della Robbia	https://dbpedia.org/page/Luca_della_Robbia	http://en.wikipedia.org/wiki/Luca_della_Robbia?oldid=1122687128&ns=0
"The Farina Fragrance Museum is situated across from Cologne City Hall, and near the famous Wallraf-Richartz-Museum in the Obenmarspforten in Innenstadt, Cologne. Founded in 1709, John Maria Farina opposite the Jülichs Place is the eldest fragrance factory still standing and houses the registered office since 1723. On 25 November 2006, in commemoration of John Maria Farina's 240th death anniversary, the Farina House was elected “place to be” within the context of the project “Germany Land to be”."	http://dbpedia.org/resource/Cologne	Fragrance Museum	https://dbpedia.org/page/Fragrance_Museum	http://en.wikipedia.org/wiki/Fragrance_Museum?oldid=1088997270&ns=0
"Charles Théveneau de Morande (1741–1805) was a gutter journalist, blackmailer and French spy who lived in London in the 18th century."	http://dbpedia.org/resource/Arnay-le-Duc	Charles Théveneau de Morande	https://dbpedia.org/page/Charles_Th%C3%A9veneau_de_Morande	http://en.wikipedia.org/wiki/Charles_Théveneau_de_Morande?oldid=968256475&ns=0
"John Rodgers Jewitt (21 May 1783 – 7 January 1821) was an English armourer who entered the historical record with his memoirs about the 28 months he spent as a captive of Maquinna of the Nuu-chah-nulth (Nootka) people on what is now the British Columbia Coast. The Canadian Encyclopedia describes Jewitt as a shrewd observer and his Narrative as a ""classic of captivity literature"". The memoir, according to the Dictionary of Canadian Biography, is a major source of information about the indigenous peoples of the Pacific Northwest Coast."	http://dbpedia.org/resource/Connecticut	John R. Jewitt	https://dbpedia.org/page/John_R._Jewitt	http://en.wikipedia.org/wiki/John_R._Jewitt?oldid=1117441892&ns=0
Hans Holt (22 November 1909 – 3 August 2001) was an Austrian film actor. He appeared in more than 100 films between 1935 and 1990.	http://dbpedia.org/resource/Baden	Hans Holt	https://dbpedia.org/page/Hans_Holt	http://en.wikipedia.org/wiki/Hans_Holt?oldid=1115377836&ns=0
"Oton Iveković (17 April 1869 – 4 July 1939) was a Croatian painter. A graduate of Academy of Fine Arts in Vienna, Iveković later taught at the Zagreb Academy of Fine Arts. He largely concerned himself with historical topics as well as some religious themes. Many of his paintings remain the chief representations of Croatian history."	http://dbpedia.org/resource/Austria-Hungary	Oton Iveković	https://dbpedia.org/page/Oton_Ivekovi%C4%87	http://en.wikipedia.org/wiki/Oton_Iveković?oldid=1121156363&ns=0
"Henrietta Harley, Countess of Oxford and Countess Mortimer (née Lady Henrietta Cavendish Holles; 11 February 1694 – 9 December 1755) was an English noblewoman, the only child and heiress of John Holles, 1st Duke of Newcastle and his wife, the former Lady Margaret Cavendish, daughter of Henry Cavendish, 2nd Duke of Newcastle-upon-Tyne. She was buried 26 December 1755 in the Duke of Newcastle's vault in Westminster Abbey."	"http://dbpedia.org/resource/Margaret_Holles,_Duchess_of_Newcastle-upon-Tyne"	"Henrietta Harley, Countess of Oxford and Countess Mortimer"	"https://dbpedia.org/page/Henrietta_Harley,_Countess_of_Oxford_and_Countess_Mortimer"	"http://en.wikipedia.org/wiki/Henrietta_Harley,_Countess_of_Oxford_and_Countess_Mortimer?oldid=1117985606&ns=0"
"Leisha Hailey (born July 11, 1971) is an American actress and musician known for playing Alice Pieszecki in the Showtime Networks series The L Word and The L Word: Generation Q. Hailey first came to the public's attention as a musician in the pop duo The Murmurs and has continued her music career as part of the band Uh Huh Her. Currently, Hailey works as Alice in The L Word: Generation Q and hosts podcast PANTS with fellow L Word star and close friend, Kate Moennig."	http://dbpedia.org/resource/United_States_Civil_Administration_of_the_Ryukyu_Islands	Leisha Hailey	https://dbpedia.org/page/Leisha_Hailey	http://en.wikipedia.org/wiki/Leisha_Hailey?oldid=1124810222&ns=0
"Christian Stuart McKay (born 30 December 1973) is an English stage and screen actor. He is perhaps best known for his portrayal of Orson Welles in the 2008 film Me and Orson Welles, for which he was nominated for over two dozen awards including the BAFTA Award for Best Supporting Actor. He also appeared in movies such as Florence Foster Jenkins, The Theory of Everything, Tinker Tailor Soldier Spy and Rush."	http://commons.wikimedia.org/wiki/Special:FilePath/Christian_McKay_as_Grant_Pierce_(%22Creditors%22).jpg?width=300	Christian McKay	https://dbpedia.org/page/Christian_McKay	http://en.wikipedia.org/wiki/Christian_McKay?oldid=1098377334&ns=0
"Laurence Bergreen (born February 4, 1950 in New York City) is an American historian and author."	http://lccn.loc.gov/n80008601	Laurence Bergreen	https://dbpedia.org/page/Laurence_Bergreen	http://en.wikipedia.org/wiki/Laurence_Bergreen?oldid=1109758886&ns=0
"Jerome Namias (March 19, 1910 – February 10, 1997) was an American meteorologist, whose research included El Niño."	http://dbpedia.org/resource/Hurd_Curtis_Willett	Jerome Namias	https://dbpedia.org/page/Jerome_Namias	http://en.wikipedia.org/wiki/Jerome_Namias?oldid=1075609680&ns=0
"Kaikhosru Shapurji Sorabji (born Leon Dudley Sorabji; 14 August 1892 – 15 October 1988) was an English composer, music critic, pianist and writer whose music, written over a period of seventy years, ranges from sets of miniatures to works lasting several hours. One of the most prolific 20th-century composers, he is best known for his piano pieces, notably nocturnes such as Gulistān and Villa Tasca, and large-scale, technically intricate compositions, which include seven symphonies for piano solo, four toccatas, Sequentia cyclica and 100 Transcendental Studies. He felt alienated from English society by reason of his homosexuality and mixed ancestry, and had a lifelong tendency to seclusion."	http://dbpedia.org/resource/Essex	Kaikhosru Shapurji Sorabji	https://dbpedia.org/page/Kaikhosru_Shapurji_Sorabji	http://en.wikipedia.org/wiki/Kaikhosru_Shapurji_Sorabji?oldid=1116845262&ns=0
"Obbe Philips (ca. 1500–1568) (also spelled Philipsz and Filips) was one of the early founders of Dutch Anabaptism. He was the illegitimate son of a Roman Catholic priest from Leeuwarden. Philips studied medicine, and became a barber and a surgeon. He married in 1530 and set up his business in Leeuwarden. The Anabaptists who would become known as Mennonites were originally called Obbenites or Obbenists. W. J. Kühler, in Geschiedenis I (1932), concluded that ""in Obbe the brotherhood certainly lost its most appealing leader."""	http://www.gameo.org/encyclopedia/contents/O3593.html	Obbe Philips	https://dbpedia.org/page/Obbe_Philips	http://en.wikipedia.org/wiki/Obbe_Philips?oldid=1106529962&ns=0
Girifalco is a comune and town in the province of Catanzaro in the Calabria region of southern Italy.	http://dbpedia.org/resource/Roch	Girifalco	https://dbpedia.org/page/Girifalco	http://en.wikipedia.org/wiki/Girifalco?oldid=1043548162&ns=0
"Professor Unrat, oder Das Ende eines Tyrannen (1905, trans. by Ernest Boyd as Small Town Tyrant), which translates as ""Professor Unclean"", is one of the most important works of Heinrich Mann, and has achieved notoriety through film adaptations, most notably Der blaue Engel with Marlene Dietrich. The book caricatures the middle and upper class educational system of Wilhelmine Germany and the double standards of the title character. In the United States, an abridgment of the English translation was published in 1932 under the title The Blue Angel."	http://dbpedia.org/resource/Heinrich_Mann	Professor Unrat	https://dbpedia.org/page/Professor_Unrat	http://en.wikipedia.org/wiki/Professor_Unrat?oldid=1121063456&ns=0
